timestamp,zone,city,raw_query,status_code,number_of_results,new_results,error_message
2026-05-24T17:49:52Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"15 Grand Ave , Kitchener, ON N2K 1B2, Canada",200,1,1,
2026-05-24T17:49:53Z,Zone 3 — Sarnia / Lambton County,Grand Bend,"15 Main St W , Grand Bend, ON N0M 1T0, Canada",200,1,1,
2026-05-24T17:49:53Z,Zone 1 — Windsor / Essex County,Amherstburg,"15 Renaud St , Amherstburg, ON N9V 2Z9, Canada",200,1,1,
2026-05-24T17:49:54Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Waterloo,"150 University Ave W , Waterloo, ON N2L 3E4, Canada",200,1,1,
2026-05-24T17:49:55Z,Zone 1 — Windsor / Essex County,Anderdon,"1500 Global Dr , London, ON N6N 1R3, Canada",200,1,1,
2026-05-24T17:49:56Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Centre Wellington,"151 Brunel Rd , Mississauga, ON L4Z 2H6, Canada",200,1,1,
2026-05-24T17:49:56Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"151 Charles St W , Kitchener, ON N2G 1H6, Canada",200,1,1,
2026-05-24T17:49:57Z,Zone 5 — Woodstock / Oxford County,Tavistock,"151 Garden Ave , Brantford, ON N3S 0A7, Canada",200,1,1,
2026-05-24T17:49:58Z,Zone 4 — London / Middlesex,Middlesex Centre,"1510 Fanshawe Park Rd W , London, ON N6H 5L8, Canada",200,1,1,
2026-05-24T17:49:59Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"153 Country Hill Dr , Kitchener, ON N2E 2G7, Canada",200,1,1,
2026-05-24T17:49:59Z,Zone 4 — London / Middlesex,Aylmer,"154 Talbot St W , Aylmer, ON N5H 1K1, Canada",200,1,1,
2026-05-24T17:50:00Z,Zone 2 — Chatham-Kent,Erie Beach,"1545 Britannia Rd E , Mississauga, ON L4W 3C6, Canada",200,1,1,
2026-05-24T17:50:01Z,Zone 4 — London / Middlesex,Kerwood,"1550 St , Pickering, ON L1W 3W1, Canada",200,18,17,
2026-05-24T17:50:02Z,Zone 1 — Windsor / Essex County,Colchester,"1550 Yorkton Ct , Burlington, ON L7P 5B7, Canada",200,1,1,
2026-05-24T17:50:02Z,Zone 3 — Sarnia / Lambton County,Point Edward,"1555 Venetian Blvd , Room 320, Point Edward, ON N7T 0A9, Canada",200,1,1,
2026-05-24T17:50:03Z,Zone 1 — Windsor / Essex County,Ruthven,"1557 Road 2 E , Ruthven, ON N9Y 2M2, Canada",200,1,1,
2026-05-24T17:50:04Z,Zone 4 — London / Middlesex,London,"1565 N Routledge Park , London, ON N6H 5L6, Canada",200,1,1,
2026-05-24T17:50:04Z,Zone 1 — Windsor / Essex County,Stoney Point,"159 Queen St N , Tilbury, ON N0P 2L0, Canada",200,1,1,
2026-05-24T17:50:05Z,Zone 4 — London / Middlesex,Thames Centre,"15911 Robins Hill Rd , London, ON N5V 0A5, Canada",200,1,1,
2026-05-24T17:50:06Z,Zone 5 — Woodstock / Oxford County,Zorra,"15911 Robins Hill Rd , London, ON N5V 0A5, Canada",200,1,0,
2026-05-24T17:50:07Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"1595 Victoria St N , Kitchener, ON N2B 3E6, Canada",200,1,1,
2026-05-24T17:50:07Z,Zone 1 — Windsor / Essex County,St. Joachim,"16 Dimar Dr , Kingsville, ON N9Y 0G2, Canada",200,1,1,
2026-05-24T17:50:08Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Elora,"16 E Mill St , Elora, ON N0B 1S0, Canada",200,1,1,
2026-05-24T17:50:09Z,Zone 4 — London / Middlesex,Parkhill,"160 West Beaver Creek Rd , Richmond Hill, ON L4B 1B4, Canada",200,1,1,
2026-05-24T17:50:10Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"1600 Industrial Rd , Cambridge, ON N3H 4W5, Canada",200,1,1,
2026-05-24T17:50:10Z,Zone 4 — London / Middlesex,Newbury,"1600 Industrial Rd , Cambridge, ON N3H 4W5, Canada",200,1,0,
2026-05-24T17:50:11Z,Zone 4 — London / Middlesex,Middlesex Centre,"16035 Robins Hill Rd , London, ON N5V 0C4, Canada",200,1,1,
2026-05-24T17:50:12Z,Zone 4 — London / Middlesex,London,"1615 N Routledge Park , London, ON N6H 5N5, Canada",200,1,1,
2026-05-24T17:50:12Z,Zone 2 — Chatham-Kent,Cedar Springs,"1635 Sismet Rd , Mississauga, ON L4W 1W5, Canada",200,1,1,
2026-05-24T17:50:13Z,Zone 5 — Woodstock / Oxford County,Tillsonburg,"164 Broadway St , Tillsonburg, ON N4G 5A8, Canada",200,1,1,
2026-05-24T17:50:14Z,Zone 1 — Windsor / Essex County,Anderdon,"1645 Sismet Rd & 10, Mississauga, ON L4W 1Z3, Canada",200,1,1,
2026-05-24T17:50:15Z,Zone 4 — London / Middlesex,St. Thomas,"168 Curtis St , St Thomas, ON N5P 3W9, Canada",200,1,1,
2026-05-24T17:50:15Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Arthur,"168 George St , Arthur, ON N0G 1A0, Canada",200,1,1,
2026-05-24T17:50:16Z,Zone 1 — Windsor / Essex County,Tecumseh,"1695 Manning Rd , Tecumseh, ON N8N 5B4, Canada",200,1,1,
2026-05-24T17:50:17Z,Zone 5 — Woodstock / Oxford County,Delhi,"1698 St, Pickering, ON L1W 1L9, Canada",200,1,1,
2026-05-24T17:50:18Z,Zone 3 — Sarnia / Lambton County,St. Clair,"17 17th St , Port Huron, MI 48060, USA",200,2,2,
2026-05-24T17:50:18Z,Zone 4 — London / Middlesex,Parkhill,"17 Brownridge Road , Halton Hills, ON L7G 0C6, Canada",200,1,1,
2026-05-24T17:50:19Z,Zone 2 — Chatham-Kent,Cedar Springs,"170 Glidden Rd , Brampton, ON L6W 0C2, Canada",200,1,1,
2026-05-24T17:50:20Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Waterloo,"170 University Avenue West ,5,6A, University Shops Plaza, 170 University Ave W, Waterloo, ON N2L 3E9, Canada",200,1,1,
2026-05-24T17:50:21Z,Zone 4 — London / Middlesex,Rodney,"1700 Baseline Rd W , Courtice, ON L1E 2S8, Canada",200,1,1,
2026-05-24T17:50:21Z,Zone 4 — London / Middlesex,Newbury,"1721 Bishop St N , Cambridge, ON N1T 1N5, Canada",200,1,1,
2026-05-24T17:50:22Z,Zone 4 — London / Middlesex,Middlesex Centre,"173 Exeter Rd , London, ON N6L 1A4, Canada",200,1,1,
2026-05-24T17:50:23Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"173 Woolwich St , Guelph, ON N1H 3V4, Canada",200,1,1,
2026-05-24T17:50:24Z,Zone 4 — London / Middlesex,London,"1737 Richmond St , London, ON N5X 3Y2, Canada",200,1,1,
2026-05-24T17:50:24Z,Zone 4 — London / Middlesex,Dutton,"174 Currie Rd , Dutton, ON N0L 1J0, Canada",200,1,1,
2026-05-24T17:50:25Z,Zone 4 — London / Middlesex,Dutton-Dunwich,"174 Currie Rd , Dutton, ON N0L 1J0, Canada",200,1,0,
2026-05-24T17:50:26Z,Zone 4 — London / Middlesex,Strathroy,"174 Metcalfe St E , Strathroy, ON N7G 1P6, Canada",200,1,1,
2026-05-24T17:50:26Z,Zone 3 — Sarnia / Lambton County,Sarnia,"174 Mitton St N , Sarnia, ON N7T 6H2, Canada",200,1,1,
2026-05-24T17:50:27Z,Zone 5 — Woodstock / Oxford County,Kintore,"175 Borden Ave S , Kitchener, ON N2G 3R7, Canada",200,1,1,
2026-05-24T17:50:28Z,Zone 3 — Sarnia / Lambton County,Dawn-Euphemia,"1776 Longwoods Rd , Wardsville, ON N0L 2N0, Canada",200,1,1,
2026-05-24T17:50:29Z,Zone 4 — London / Middlesex,London,"179 Exeter Rd , London, ON N6L 1A4, Canada",200,1,1,
2026-05-24T17:50:29Z,Zone 4 — London / Middlesex,Kerwood,"18 Ivimey Pl, Conception , NL A1W 4L7, Canada",200,1,1,
2026-05-24T17:50:30Z,Zone 3 — Sarnia / Lambton County,Arkona,"18 King St E , Toronto, ON M5C 1C4, Canada",200,1,1,
2026-05-24T17:50:31Z,Zone 1 — Windsor / Essex County,Emeryville,"18 King St E , Toronto, ON M5C 1C4, Canada",200,1,0,
2026-05-24T17:50:32Z,Zone 1 — Windsor / Essex County,Harrow,"18 King St E , Toronto, ON M5C 1C4, Canada",200,1,0,
2026-05-24T17:50:32Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,New Hamburg,"18 Neville St , New Hamburg, ON N3A 4G7, Canada",200,1,1,
2026-05-24T17:50:33Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Baden,"18 Snyder's Rd W , Baden, ON N3A 0A7, Canada",200,1,1,
2026-05-24T17:50:34Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"180 Sheldon Dr , Cambridge, ON N1R 6V1, Canada",200,1,1,
2026-05-24T17:50:34Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"180 Southgate Dr , Guelph, ON N1G 4P5, Canada",200,1,1,
2026-05-24T17:50:35Z,Zone 4 — London / Middlesex,Middlesex Centre,"181 Exeter Rd , London, ON N6L 1A4, Canada",200,1,1,
2026-05-24T17:50:36Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Fergus,"181 Gregson Ct , Fergus, ON N1M 0E1, Canada",200,1,1,
2026-05-24T17:50:37Z,Zone 5 — Woodstock / Oxford County,Woodstock,"181 Woodall Wy , Woodstock, ON N4T 0K9, Canada",200,1,1,
2026-05-24T17:50:37Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"185 Turnbull Ct , Cambridge, ON N1T 1C6, Canada",200,1,1,
2026-05-24T17:50:38Z,Zone 2 — Chatham-Kent,Cedar Springs,"1859 Oxford St E, London, ON N5V 2Z6, Canada",200,1,1,
2026-05-24T17:50:39Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"188 Turnbull Ct, Cambridge, ON N1T 1J2, Canada",200,1,1,
2026-05-24T17:50:40Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Paris,"19 Broadway St W , Paris, ON N3L 2S3, Canada",200,1,1,
2026-05-24T17:50:40Z,Zone 3 — Sarnia / Lambton County,Grand Bend,"19 Brownridge Road , Georgetown, ON L7G 0C6, Canada",200,1,1,
2026-05-24T17:50:41Z,Zone 4 — London / Middlesex,Strathroy,"19 Centre St W , Strathroy, ON N7G 1T5, Canada",200,1,1,
2026-05-24T17:50:42Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,North Dumfries,"19 Thorne St , Cambridge, ON N1R 1S3, Canada",200,1,1,
2026-05-24T17:50:43Z,Zone 3 — Sarnia / Lambton County,Mooretown,"190 Menten Pl , Nepean, ON K2H 9G3, Canada",200,1,1,
2026-05-24T17:50:43Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"190 Turnbull Ct , Cambridge, ON N1T 1J2, Canada",200,1,1,
2026-05-24T17:50:44Z,Zone 4 — London / Middlesex,Komoka,"191 Exeter Rd C & D & E & F & G, London, ON N6L 1A4, Canada",200,6,4,
2026-05-24T17:50:45Z,Zone 2 — Chatham-Kent,Mitchell's Bay,"1914 Side Rd 22, Thunder , ON P7K 1G7, Canada",200,1,1,
2026-05-24T17:50:45Z,Zone 2 — Chatham-Kent,Muirkirk,"19358 96 Ave , Surrey, BC V4N 4C1, Canada",200,1,1,
2026-05-24T17:50:46Z,Zone 4 — London / Middlesex,Port Stanley,"194 Main St , Port Stanley, ON N5L 1H6, Canada",200,1,1,
2026-05-24T17:50:47Z,Zone 1 — Windsor / Essex County,Belle River,"195 Blvd, Etobicoke, ON M9W 6H6, Canada",200,4,3,
2026-05-24T17:50:48Z,Zone 1 — Windsor / Essex County,Amherstburg,"19771 Brownstown Center Dr , Brownstown Township, MI 48183, USA",200,1,1,
2026-05-24T17:50:48Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"199 Victoria Rd S , Guelph, ON N1E 6T9, Canada",200,1,1,
2026-05-24T17:50:49Z,Zone 1 — Windsor / Essex County,Lakeshore,"1A Louise St , Tilbury, ON N0P 2L0, Canada",200,1,1,
2026-05-24T17:50:50Z,Zone 1 — Windsor / Essex County,Leamington,"2 Iroquois Rd , Leamington, ON N8H 3V7, Canada",200,1,1,
2026-05-24T17:50:51Z,Zone 2 — Chatham-Kent,Dealtown,"20 Armstrong Ave , Georgetown, ON L7G 4R9, Canada",200,1,1,
2026-05-24T17:50:51Z,Zone 4 — London / Middlesex,Rodney,"20 Automatic Rd , Brampton, ON L6S 5W5, Canada",200,1,1,
2026-05-24T17:50:52Z,Zone 4 — London / Middlesex,Wardsville,"20 Ct, Orangeville, ON L9W 3Z9, Canada",200,3,2,
2026-05-24T17:50:53Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"20 Howard Pl , Kitchener, ON N2K4Z2, Canada",200,1,1,
2026-05-24T17:50:54Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"20 Hurst Ave , Kitchener, ON N2G 2Z7, Canada",200,1,1,
2026-05-24T17:50:54Z,Zone 3 — Sarnia / Lambton County,Brights Grove,"20 Pl , Kitchener, ON N2E 2C3, Canada",200,1,1,
2026-05-24T17:50:55Z,Zone 3 — Sarnia / Lambton County,Oil Springs,"200 Brock St , Barrie, ON L4N 2M4, Canada",200,1,1,
2026-05-24T17:50:56Z,Zone 4 — London / Middlesex,Adelaide-Metcalfe,"200 Iber Rd , Stittsville, ON K2S 0L5, Canada",200,1,1,
2026-05-24T17:50:57Z,Zone 4 — London / Middlesex,Dutton,"200 Mulock Dr , Newmarket, ON L3Y 9B6, Canada",200,1,1,
2026-05-24T17:50:57Z,Zone 1 — Windsor / Essex County,Amherstburg,"200 St Arnaud St , Amherstburg, ON N9V 2P3, Canada",200,1,1,
2026-05-24T17:50:58Z,Zone 1 — Windsor / Essex County,Amherstburg,"200 St Arnaud St 5B, Amherstburg, ON N9V 2P3, Canada",200,1,1,
2026-05-24T17:50:59Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Fergus,"200 St Patrick St E , Fergus, ON N1M 1M4, Canada",200,1,1,
2026-05-24T17:50:59Z,Zone 2 — Chatham-Kent,Dresden,"200 Universal Rd , Woodstock, ON N4S 7W3, Canada",200,1,1,
2026-05-24T17:51:00Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,New Hamburg,"200 Waterloo St , New Hamburg, ON N3A 1T9, Canada",200,1,1,
2026-05-24T17:51:01Z,Zone 4 — London / Middlesex,Middlesex Centre,"201 Exeter Rd , London, ON N5Y 4G2, Canada",200,1,1,
2026-05-24T17:51:02Z,Zone 3 — Sarnia / Lambton County,St. Clair,"201 N Riverside Ave , St Clair, MI 48079, USA",200,1,1,
2026-05-24T17:51:02Z,Zone 4 — London / Middlesex,Port Stanley,"204 Carlow Rd , Port Stanley, ON N5L 1C5, Canada",200,1,1,
2026-05-24T17:51:03Z,Zone 4 — London / Middlesex,Central Elgin,"204 Main St , Port Stanley, ON N5L 0B1, Canada",200,1,1,
2026-05-24T17:51:04Z,Zone 4 — London / Middlesex,Port Stanley,"204 Main St , Port Stanley, ON N5L 1C4, Canada",200,1,1,
2026-05-24T17:51:05Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Breslau,"2057 Victoria St N , Breslau, ON N0B 1M0, Canada",200,1,1,
2026-05-24T17:51:05Z,Zone 5 — Woodstock / Oxford County,Plattsville,"2057 Victoria St N , Kitchener, ON N0B 1M0, Canada",200,1,0,
2026-05-24T17:51:06Z,Zone 1 — Windsor / Essex County,Stoney Point,"20600 Morris Rd RR, Tilbury, ON N0P 2L0, Canada",200,2,1,
2026-05-24T17:51:07Z,Zone 3 — Sarnia / Lambton County,Corunna,"208 Hill St , Corunna, ON N0N 1G0, Canada",200,1,1,
2026-05-24T17:51:07Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"2085 Shirley Dr , Kitchener, ON N2B 3E2, Canada",200,1,1,
2026-05-24T17:51:08Z,Zone 4 — London / Middlesex,Shedden,"21 Hooper Rd , Barrie, ON L4N 9S3, Canada",200,1,1,
2026-05-24T17:51:09Z,Zone 3 — Sarnia / Lambton County,Sarnia,"21 Ube Dr , Sarnia, ON N7W 1B6, Canada",200,1,1,
2026-05-24T17:51:10Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Drayton,"21 Wellington St S , Drayton, ON N0G 1P0, Canada",200,1,1,
2026-05-24T17:51:10Z,Zone 3 — Sarnia / Lambton County,Warwick,"210 Pony Dr , Newmarket, ON L3Y 7B6, Canada",200,1,1,
2026-05-24T17:51:11Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"210 Sheldon Dr , Cambridge, ON N1T 1A8, Canada",200,1,1,
2026-05-24T17:51:12Z,Zone 2 — Chatham-Kent,Dealtown,"2104 Hwy 7 , Concord, ON L4K 2S9, Canada",200,1,1,
2026-05-24T17:51:13Z,Zone 4 — London / Middlesex,Glencoe,"211 McKellar St , Glencoe, ON N0L 1M0, Canada",200,1,1,
2026-05-24T17:51:13Z,Zone 2 — Chatham-Kent,Dealtown,"211 Wilkinson Rd , Brampton, ON L6T 4M2, Canada",200,1,1,
2026-05-24T17:51:14Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Palmerston,"214 Main St W , Palmerston, ON N0G 2P0, Canada",200,1,1,
2026-05-24T17:51:15Z,Zone 5 — Woodstock / Oxford County,Zorra,"21767 , Nissouri Rd, Thorndale, ON N0M 2P0, Canada",200,1,1,
2026-05-24T17:51:16Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"218 Silvercreek Pkwy N , Guelph, ON N1H 8E8, Canada",200,1,1,
2026-05-24T17:51:16Z,Zone 1 — Windsor / Essex County,LaSalle,"2187 Huron Church Rd , Windsor, ON N9C 2L8, Canada",200,1,1,
2026-05-24T17:51:17Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Conestogo,"219 Labrador Dr , Waterloo, ON N2K 4M8, Canada",200,1,1,
2026-05-24T17:51:18Z,Zone 4 — London / Middlesex,St. Thomas,"22 Spackman Blvd , St Thomas, ON N5P 4A3, Canada",200,1,1,
2026-05-24T17:51:18Z,Zone 4 — London / Middlesex,Middlesex Centre,"220 Exeter Rd , London, ON N6L 1A3, Canada",200,1,1,
2026-05-24T17:51:19Z,Zone 3 — Sarnia / Lambton County,Brigden,"220 Viceroy Rd , Vaughan, ON L4K 3C2, Canada",200,1,1,
2026-05-24T17:51:20Z,Zone 5 — Woodstock / Oxford County,Drumbo,"2223 Hamilton Rd , Trenton, ON K8V 5P8, Canada",200,1,1,
2026-05-24T17:51:21Z,Zone 4 — London / Middlesex,London,"2244 Huron St , London, ON N5V 0C4, Canada",200,1,1,
2026-05-24T17:51:21Z,Zone 5 — Woodstock / Oxford County,Woodstock,"225 Bysham Park Dr , Woodstock, ON N4T 1P1, Canada",200,1,1,
2026-05-24T17:51:22Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"225 Hanlon Creek Boulevard 27, Guelph, ON N1C 0A1, Canada",200,1,1,
2026-05-24T17:51:23Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Wellesley,"225 The Boardwalk , Kitchener, ON N2N 0B1, Canada",200,1,1,
2026-05-24T17:51:24Z,Zone 1 — Windsor / Essex County,Stoney Point,"23 Hannover Dr , St. Catharines, ON L2W 1A3, Canada",200,1,1,
2026-05-24T17:51:24Z,Zone 3 — Sarnia / Lambton County,Brigden,"23 Kenyon St , Brantford, ON N3S 7R7, Canada",200,1,1,
2026-05-24T17:51:25Z,Zone 3 — Sarnia / Lambton County,Dawn-Euphemia,"230 Hempstead Dr , Hamilton, ON L8W 2E8, Canada",200,1,1,
2026-05-24T17:51:26Z,Zone 3 — Sarnia / Lambton County,Forest,"2301 Royal Windsor Dr , Mississauga, ON L5J 1K5, Canada",200,1,1,
2026-05-24T17:51:26Z,Zone 1 — Windsor / Essex County,LaSalle,"2301 Sandwich W Pkwy , LaSalle, ON N9H 0R3, Canada",200,1,1,
2026-05-24T17:51:27Z,Zone 4 — London / Middlesex,Strathroy,"233 Ave, Strathroy, ON N7G 4J1, Canada",200,18,13,
2026-05-24T17:51:28Z,Zone 4 — London / Middlesex,Middlesex Centre,"234 Exeter Rd , London, ON N6L 1A3, Canada",200,1,1,
2026-05-24T17:51:29Z,Zone 4 — London / Middlesex,Adelaide-Metcalfe,"2340 Egremont Dr , Strathroy, ON N7G 3H6, Canada",200,1,1,
2026-05-24T17:51:29Z,Zone 4 — London / Middlesex,London,"2351 Huron St , London, ON N5V 0A8, Canada",200,1,1,
2026-05-24T17:51:30Z,Zone 3 — Sarnia / Lambton County,Port Lambton,"2365 Energy Dr. , Bowmanville, ON L1C 6Z9, Canada",200,1,1,
2026-05-24T17:51:31Z,Zone 1 — Windsor / Essex County,Windsor,"2375 Tecumseh Rd W , Windsor, ON N9B 1W2, Canada",200,1,1,
2026-05-24T17:51:32Z,Zone 4 — London / Middlesex,Adelaide-Metcalfe,"238 Corduroy Rd , Vars, ON K0A 3H0, Canada",200,1,1,
2026-05-24T17:51:32Z,Zone 4 — London / Middlesex,Dutton,"238 Gage Ave N , Hamilton, ON L8L 7A7, Canada",200,1,1,
2026-05-24T17:51:33Z,Zone 1 — Windsor / Essex County,Leamington,"24 Dimar Dr , Kingsville, ON N9Y 0G2, Canada",200,1,0,
2026-05-24T17:51:34Z,Zone 4 — London / Middlesex,Belmont,"24 Melham Ct , Scarborough, ON M1B 2T8, Canada",200,1,1,
2026-05-24T17:51:35Z,Zone 4 — London / Middlesex,Belmont,"240 Adam St , Belleville, ON K8N 4S5, Canada",200,1,1,
2026-05-24T17:51:35Z,Zone 1 — Windsor / Essex County,Stoney Point,"240 S Service Rd , Stoney Creek, ON L8E 2N9, Canada",200,1,1,
2026-05-24T17:51:36Z,Zone 4 — London / Middlesex,Adelaide-Metcalfe,"2413 Dr , Ottawa, ON K1G 3W1, Canada",200,7,6,
2026-05-24T17:51:37Z,Zone 3 — Sarnia / Lambton County,Watford,"2430 Lucknow Dr , Mississauga, ON L5S 1V3, Canada",200,2,2,
2026-05-24T17:51:38Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"244 Montrose St N , Cambridge, ON N3H 2H7, Canada",200,1,1,
2026-05-24T17:51:38Z,Zone 4 — London / Middlesex,Southwold,"244 Woolwich St S , Breslau, ON N0B 1M0, Canada",200,1,0,
2026-05-24T17:51:39Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"245 Southgate Dr , Guelph, ON N1G 3M5, Canada",200,1,1,
2026-05-24T17:51:40Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Fergus,"245 St Andrew St W , Fergus, ON N1M 1N8, Canada",200,1,1,
2026-05-24T17:51:41Z,Zone 1 — Windsor / Essex County,Stoney Point,"247 Centennial Pkwy N , Hamilton, ON L8E 2X3, Canada",200,1,1,
2026-05-24T17:51:41Z,Zone 2 — Chatham-Kent,Dealtown,"2470 Lucknow Dr , Mississauga, ON L4T 3Y3, Canada",200,1,1,
2026-05-24T17:51:42Z,Zone 4 — London / Middlesex,Dorchester,"248 Hamilton Crescent , Dorchester, ON N0L 1G4, Canada",200,1,1,
2026-05-24T17:51:43Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"2481 Kingsway Dr , Kitchener, ON N2C 1A6, Canada",200,1,1,
2026-05-24T17:51:43Z,Zone 4 — London / Middlesex,Dorchester,"249 Hamilton Crescent , Dorchester, ON N0L 1G4, Canada",200,1,1,
2026-05-24T17:51:44Z,Zone 4 — London / Middlesex,Middlesex Centre,"249 Springbank Dr , London, ON N6J 1G2, Canada",200,1,1,
2026-05-24T17:51:45Z,Zone 1 — Windsor / Essex County,LaSalle,"2491 Dougall Ave , Windsor, ON N8X 5A7, Canada",200,1,1,
2026-05-24T17:51:46Z,Zone 1 — Windsor / Essex County,Tecumseh,"25 Amy Croft Dr , Tecumseh, ON N9K 1C7, Canada",200,1,1,
2026-05-24T17:51:46Z,Zone 1 — Windsor / Essex County,Tecumseh,"25 Amy Croft Dr , Windsor, ON N9K 1C7, Canada",200,1,1,
2026-05-24T17:51:47Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Kitchener,"25 Groff Pl , Kitchener, ON N2E 2L6, Canada",200,1,1,
2026-05-24T17:51:48Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Elmira,"25 Industrial Dr , Elmira, ON N3B 3K3, Canada",200,1,1,
2026-05-24T17:51:49Z,Zone 1 — Windsor / Essex County,Anderdon,"25 Saunders Rd , Barrie, ON L4N 9A7, Canada",200,1,1,
2026-05-24T17:51:49Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"25 Sheffield St , Cambridge, ON N3C 1C4, Canada",200,1,1,
2026-05-24T17:51:50Z,Zone 4 — London / Middlesex,Bayham,"25 Townline Rd , Tillsonburg, ON N4G 2R5, Canada",200,1,1,
2026-05-24T17:51:51Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"25 Tyler St , Cambridge, ON N1T 0E4, Canada",200,1,1,
2026-05-24T17:51:52Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Guelph,"25 Watson Rd S , Guelph, ON N1E 6Y9, Canada",200,1,1,
2026-05-24T17:51:52Z,Zone 1 — Windsor / Essex County,Leamington,"250 Talbot St W , Leamington, ON N8H 2B6, Canada",200,1,1,
2026-05-24T17:51:53Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Breslau,"250 Woolwich St S , Breslau, ON N0B 1M0, Canada",200,1,1,
2026-05-24T17:51:54Z,Zone 1 — Windsor / Essex County,Amherstburg,"251 Simcoe St , Amherstburg, ON N9V 1M8, Canada",200,1,1,
2026-05-24T17:51:54Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"255 Maple Grove Rd , Cambridge, ON N3E 0B2, Canada",200,1,1,
2026-05-24T17:51:55Z,Zone 1 — Windsor / Essex County,LaSalle,"2565 Dougall Ave , Windsor, ON N8X 1T5, Canada",200,1,1,
2026-05-24T17:51:56Z,Zone 1 — Windsor / Essex County,Lakeshore,"2580 Jefferson Blvd , Windsor, ON N8T 2W6, Canada",200,1,1,
2026-05-24T17:51:57Z,Zone 1 — Windsor / Essex County,Stoney Point,"263 Barton St 13-15, Stoney Creek, ON L8E 2K4, Canada",200,1,1,
2026-05-24T17:51:57Z,Zone 4 — London / Middlesex,Parkhill,"264 Parkhill Main St , Parkhill, ON N0M 2K0, Canada",200,1,1,
2026-05-24T17:51:58Z,Zone 6 — Kitchener / Waterloo / Cambridge / Guelph,Cambridge,"266 Rutherford Rd S , Brampton, ON L6W 3X3, Canada",200,1,1,
2026-05-24T17:51:59Z,Zone 4 — London / Middlesex,Thames Centre,"2675 Elgin Rd , Thames Centre, ON N0L 1G6, Canada",200,1,1,
2026-05-24T17:52:00Z,Zone 5 — Woodstock / Oxford County,Embro,"27 Commissioner St RR, Embro, ON N0J 1J0, Canada",200,1,0,
2026-05-24T17:52:00Z,Zone 4 — London / Middlesex,Kerwood,"2720 Ave W, Concord, ON L4K 4T4, Canada",200,1,1,
2026-05-24T17:52:01Z,Zone 1 — Windsor / Essex County,Windsor,"2730 Howard Ave , Windsor, ON N8X 3X6, Canada",200,1,1,
